reward_today,future_reward,delay,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,guide.started,go_ahead.started,guidelines.started,guide.stopped,go_ahead.keys,go_ahead.rt,go_ahead.duration,task.started,fixation.started,text.started,key_resp.started,fixation.stopped,task.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thank_you.started,thx.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,2,1,15,0,55.01007000007667,,,,,,,,,54.99554759997409,55.01007000007667,56.00663389998954,56.00663389998954,56.02330910007004,57.09071710007265,l,1.0744870000053197,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,2,2,16,2,57.106425300007686,,,,,,,,,57.09267500007991,57.106425300007686,58.104619699995965,58.104619699995965,58.12144870008342,58.989537900080904,l,0.8812898000469431,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,2,3,17,6,59.008307600044645,,,,,,,,,58.99119029997382,59.008307600044645,60.002420100034215,60.002420100034215,60.019787000026554,61.22125280008186,t,1.2127901000203565,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,2,4,18,4,61.23674249998294,,,,,,,,,61.222890299977735,61.23674249998294,62.23400370008312,62.23400370008312,62.25041440001223,64.3031715999823,l,2.061218100017868,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,2,5,19,3,64.31898079998791,,,,,,,,,64.30533550004475,64.31898079998791,65.31450950005092,65.31450950005092,65.33141079999041,66.35039190005045,t,1.0294604999944568,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,2,6,20,1,66.3660199000733,,,,,,,,,66.35234450001735,66.3660199000733,67.36301380000077,67.36301380000077,67.37979150004685,68.16388560004998,l,0.7836390000302345,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,3,0,21,6,68.17878509999719,,,,,,,,,68.16552580008283,68.17878509999719,69.17743360006716,69.17743360006716,69.17743360006716,69.97890790004749,t,0.7874082000926137,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,3,1,22,5,69.9931580000557,,,,,,,,,69.98044219997246,69.9931580000557,70.99321350001264,70.99321350001264,70.99321350001264,72.210666900035,t,1.2135099000297487,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,3,2,23,1,72.22591530007776,,,,,,,,,72.21228099998552,72.22591530007776,73.22314620006364,73.22314620006364,73.23982810007874,74.15764560003299,l,0.92031339998357,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,3,3,24,0,74.17378349998035,,,,,,,,,74.15948070003651,74.17378349998035,75.17156130005606,75.17156130005606,75.18765830004122,76.15685560007114,t,0.973861200036481,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,3,4,25,4,76.17208549997304,,,,,,,,,76.15886500000488,76.17208549997304,77.16947520000394,77.16947520000394,77.18601790000685,78.41961760004051,t,1.2382109999889508,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,3,5,26,3,78.4350442000432,,,,,,,,,78.42121509998105,78.4350442000432,79.43454970000312,79.43454970000312,79.43454970000312,80.76886770001147,t,1.3320502999704331,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,3,6,27,2,80.78473690000828,,,,,,,,,80.77026490005665,80.78473690000828,81.78153370006476,81.78153370006476,81.79792809998617,82.89880030008499,l,1.1084824999561533,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,4,0,28,1,82.91504560003523,,,,,,,,,82.90057469997555,82.91504560003523,83.9133121999912,83.9133121999912,83.92974589997903,85.18022370000836,l,1.2585364000406116,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,4,1,29,4,85.19404349999968,,,,,,,,,85.1811739000259,85.19404349999968,86.19392950006295,86.19392950006295,86.19392950006295,87.71225099998992,t,1.500965799903497,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,4,2,30,0,87.72887820005417,,,,,,,,,87.71386999997776,87.72887820005417,88.72460309998132,88.72460309998132,88.7414887000341,90.70708119997289,l,1.9703244999982417,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,4,3,31,5,90.7234917000169,,,,,,,,,90.70864610001445,90.7234917000169,91.72320650005713,91.72320650005713,91.73834080004599,92.4900041000219,t,0.75177580001764,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,4,4,32,6,92.50438210007269,,,,,,,,,92.49160890001804,92.50438210007269,93.50350130000152,93.50350130000152,93.50350130000152,94.0880487000104,t,0.5693918999750167,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,4,5,33,3,94.10283500002697,,,,,,,,,94.08972970000468,94.10283500002697,95.10246810002718,95.10246810002718,95.10246810002718,95.72060890006833,t,0.609096199972555,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,4,6,34,2,95.73685550002847,,,,,,,,,95.72230460005812,95.73685550002847,96.73351559997536,96.73351559997536,96.75000510003883,97.96830250008497,l,1.2280891999835148,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,5,0,35,2,97.98204340005759,,,,,,,,,97.97061319998465,97.98204340005759,98.98162670002785,98.98162670002785,98.98162670002785,100.68204850004986,l,1.6845599999651313,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,5,1,36,6,100.69833510008175,,,,,,,,,100.68364920001477,100.69833510008175,101.69557119999081,101.69557119999081,101.7116067999741,102.2994125999976,t,0.596628199913539,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,5,2,37,4,102.31409310002346,,,,,,,,,102.30085330002476,102.31409310002346,103.31075900001451,103.31075900001451,103.32679810002446,104.31122180004604,t,0.983712499961257,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,5,3,38,3,104.3284439999843,,,,,,,,,104.31332930002827,104.3284439999843,105.32667970005423,105.32667970005423,105.34211289999075,106.81088160001673,t,1.4791943000163883,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,5,4,39,0,106.82663110003341,,,,,,,,,106.81223610008601,106.82663110003341,107.82270979997702,107.82270979997702,107.83969709998928,108.74179040000308,l,0.912981899920851,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,5,5,40,1,108.75670460006222,,,,,,,,,108.74342299997807,108.75670460006222,109.75474880007096,109.75474880007096,109.77046350005548,110.72186519997194,l,0.9516015000408515,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,5,6,41,5,110.73706020007376,,,,,,,,,110.72347860003356,110.73706020007376,111.73613800003659,111.73613800003659,111.75221050006803,112.47073589998763,t,0.7313657000195235,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,6,0,42,0,112.48685690003913,,,,,,,,,112.47280310001224,112.48685690003913,113.48466810001992,113.48466810001992,113.50089790008496,114.56730850005988,l,1.0660954000195488,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,6,1,43,2,114.58275569998659,,,,,,,,,114.56888959999196,114.58275569998659,115.58197140006814,115.58197140006814,115.58197140006814,117.38216410006862,l,1.7872324999189004,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,6,2,44,1,117.3995252000168,,,,,,,,,117.38394149998203,117.3995252000168,118.39505360007752,118.39505360007752,118.41164559999015,119.5460841000313,l,1.1367369999643415,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,6,3,45,5,119.56280730001163,,,,,,,,,119.5476366999792,119.56280730001163,120.56025390001014,120.56025390001014,120.57691920001525,122.34407130000181,t,1.7710300999460742,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,6,4,46,6,122.36057030002121,,,,,,,,,122.34592680004425,122.36057030002121,123.3574990000343,123.3574990000343,123.37386679998599,124.07430470001418,t,0.7071380000561476,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,6,5,47,4,124.08957449998707,,,,,,,,,124.07593619998079,124.08957449998707,125.08953800005838,125.08953800005838,125.08953800005838,126.10697570000775,t,1.0056015000445768,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,6,6,48,3,126.12164560006931,,,,,,,,,126.10870480001904,126.12164560006931,127.12126899999566,127.12126899999566,127.12126899999566,128.03829420008697,t,0.905893599963747,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,7,0,49,2,128.05287060001865,,,,,,,,,128.03995740006212,128.05287060001865,129.05149209999945,129.05149209999945,129.05149209999945,130.235754000023,l,1.1669011999620125,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,7,1,50,3,130.25192770001013,,,,,,,,,130.23745030001737,130.25192770001013,131.25027489999775,131.25027489999775,131.26669540000148,131.8355911000399,t,0.5753549999790266,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,7,2,51,6,131.85191610001493,,,,,,,,,131.8372099000262,131.85191610001493,132.8479497000808,132.8479497000808,132.86484000005294,133.54916360008065,t,0.6910844000522047,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,7,3,52,1,133.5646671000868,,,,,,,,,133.55084160005208,133.5646671000868,134.56459159997758,134.56459159997758,134.5799798000371,135.43120810005348,l,0.853682899964042,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,7,4,53,4,135.44663130003028,,,,,,,,,135.4330111000454,135.44663130003028,136.4443912000861,136.4443912000861,136.46245009999257,137.1128262000857,t,0.6549114000517875,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,7,5,54,5,137.12842700001784,,,,,,,,,137.11451440001838,137.12842700001784,138.1260127000278,138.1260127000278,138.14267069997732,139.5592546000844,t,1.423263099975884,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,7,6,55,0,139.57539710006677,,,,,,,,,139.5609403999988,139.57539710006677,140.57352259999607,140.57352259999607,140.5908789000241,141.67547760007437,l,1.0988455000333488,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,8,0,56,0,141.68889230000786,,,,,,,,,141.6770296000177,141.68889230000786,142.68836899998132,142.68836899998132,142.68836899998132,143.6728811999783,t,0.9696679000044242,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,8,1,57,5,143.6887005000608,,,,,,,,,143.67451290006284,143.6887005000608,144.6870012000436,144.6870012000436,144.70308710006066,145.38928680005483,t,0.6977009000256658,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,8,2,58,3,145.40542189998087,,,,,,,,,145.39098839997314,145.40542189998087,146.40183009998873,146.40183009998873,146.41871810005978,147.40314650000073,t,0.9977551000192761,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,8,3,59,1,147.4179338000249,,,,,,,,,147.40481660002843,147.4179338000249,148.41583050007466,148.41583050007466,148.43290860007983,149.85061199998017,l,1.429348900099285,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,8,4,60,6,149.86505750007927,,,,,,,,,149.8523083999753,149.86505750007927,150.86382750002667,150.86382750002667,150.86382750002667,152.61339229997247,t,1.7393795000389218,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,8,5,61,4,152.6290508999955,,,,,,,,,152.6152160000056,152.6290508999955,153.6280873999931,153.6280873999931,153.6280873999931,155.21315670001786,t,1.5798855000175536,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,8,6,62,2,155.22940700000618,,,,,,,,,155.21470860007685,155.22940700000618,156.22544459998608,156.22544459998608,156.24142209999263,156.8768948999932,l,0.6491430000169203,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,9,0,63,3,156.89325229998212,,,,,,,,,156.87852879997808,156.89325229998212,157.89018950005993,157.89018950005993,157.90720930008683,158.35950040002353,t,0.4606088000582531,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,9,1,64,6,158.3738835999975,,,,,,,,,158.36062100005802,158.3738835999975,159.37270469998475,159.37270469998475,159.38963160000276,159.80765530001372,t,0.42884030006825924,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,9,2,65,1,159.82335489999969,,,,,,,,,159.80929450003896,159.82335489999969,160.82048400002532,160.82048400002532,160.83697300008498,161.4556577000767,l,0.6325959999812767,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,9,3,66,2,161.471251900075,,,,,,,,,161.4576624999754,161.471251900075,162.4703306000447,162.4703306000447,162.48581990005914,163.88722550007515,l,1.4148608000250533,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
49,60,89,9,4,67,4,163.90311610000208,,,,,,,,,163.88867120002396,163.90311610000208,164.89982599997893,164.89982599997893,164.91667359997518,165.8180017999839,t,0.9122985999565572,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
67,75,119,9,5,68,5,165.834632000071,,,,,,,,,165.81960090005305,165.834632000071,166.8315591000719,166.8315591000719,166.8480265000835,167.66686420002952,t,0.8166400000918657,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,9,6,69,0,167.68287310004234,,,,,,,,,167.6687478000531,167.68287310004234,168.68032839999069,168.68032839999069,168.69642070005648,169.66404349997174,l,0.9736069000791758,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
78,80,162,10,0,70,6,169.6794585000025,,,,,,,,,169.665829100064,169.6794585000025,170.67812900000717,170.67812900000717,170.69365220004693,171.31203949998599,t,0.6233562999404967,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
11,30,7,10,1,71,0,171.32876050006598,,,,,,,,,171.3137076999992,171.32876050006598,172.32629360002466,172.32629360002466,172.34232170006726,173.51039080007467,l,1.1698290000203997,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
40,55,62,10,2,72,3,173.525329300086,,,,,,,,,173.51192760001868,173.525329300086,174.52485909999814,174.52485909999814,174.52485909999814,175.10960820002947,t,0.5694605000317097,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
15,35,13,10,3,73,1,175.12525250006001,,,,,,,,,175.11118770006578,175.12525250006001,176.12271720007993,176.12271720007993,176.14053450000938,177.25637279998045,l,1.1206782000372186,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
27,50,21,10,4,74,2,177.2712207000004,,,,,,,,,177.25801730004605,177.2712207000004,178.27072180004325,178.27072180004325,178.27072180004325,179.5552182000829,t,1.2819935999577865,None,,,,04A,001,2024-11-15_11h18.27.418,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h18.45.660268 +0530,
