reward_today,future_reward,delay,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,guide.started,go_ahead.started,guidelines.started,guide.stopped,go_ahead.keys,go_ahead.rt,go_ahead.duration,task.started,fixation.started,text.started,key_resp.started,fixation.stopped,task.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thank_you.started,thx.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.00686129997484386,0.02386720001231879,0.02386720001231879,18.932794700027443,space,18.898888000054285,None,,,,,,,,,,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
40,55,62,0,0,0,3,18.985053000040352,,,,,,,,,18.95826380001381,18.985053000040352,19.937739600078203,19.937739600078203,19.987572200014256,20.943605300039053,t,0.9986810000846162,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
27,50,21,0,1,1,2,20.975665800040588,,,,,,,,,20.94711010006722,20.975665800040588,21.95348919997923,21.95348919997923,21.98615080001764,24.88606150005944,l,2.9223008000990376,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
11,30,7,0,2,2,0,24.905276800040156,,,,,,,,,24.887994699995033,24.905276800040156,25.899841699982062,25.899841699982062,25.91615130007267,26.484624700038694,l,0.5707877000095323,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
15,35,13,0,3,3,1,26.50087730004452,,,,,,,,,26.486512399977073,26.50087730004452,27.497248200001195,27.497248200001195,27.513817799976096,28.16593030001968,l,0.6557195000350475,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
49,60,89,0,4,4,4,28.18697390006855,,,,,,,,,28.167228000005707,28.18697390006855,29.161354699986987,29.161354699986987,29.195890399976633,30.01243730005808,l,0.8377080999780446,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
67,75,119,0,5,5,5,30.028379500028677,,,,,,,,,30.014734100084752,30.028379500028677,31.02684200007934,31.02684200007934,31.044593000086024,31.629994000075385,t,0.596887500025332,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
78,80,162,0,6,6,6,31.64609290007502,,,,,,,,,31.63154980004765,31.64609290007502,32.64173400006257,32.64173400006257,32.659423700068146,33.359892199980095,t,0.7004113000584766,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
15,35,13,1,0,7,1,33.37552800006233,,,,,,,,,33.36103410006035,33.37552800006233,34.35772550001275,34.35772550001275,34.392518699984066,37.55753710004501,l,3.1947129999753088,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
40,55,62,1,1,8,3,37.57485249999445,,,,,,,,,37.55908889998682,37.57485249999445,38.570510899997316,38.570510899997316,38.586956400074996,41.15349840000272,t,2.5721184000140056,None,,,,03A,001,2024-11-15_11h14.24.326,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h14.39.030124 +0530,
