reward_today,future_reward,delay,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,guide.started,go_ahead.started,guidelines.started,guide.stopped,go_ahead.keys,go_ahead.rt,go_ahead.duration,task.started,fixation.started,text.started,key_resp.started,fixation.stopped,task.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thank_you.started,thx.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.011449499987065792,0.02416789997369051,0.02416789997369051,15.237638399936259,space,15.1867012999719,None,,,,,,,,,,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
78,80,162,0,0,0,6,15.294403499923646,,,,,,,,,15.261658699950203,15.294403499923646,16.240873299888335,16.240873299888335,16.307080299942754,17.11149379995186,t,0.8657174000982195,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
40,55,62,0,1,1,3,17.13354619999882,,,,,,,,,17.11395899998024,17.13354619999882,18.122143299900927,18.122143299900927,18.139335899963044,18.873006799956784,t,0.7408657000632957,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
15,35,13,0,2,2,1,18.888636699994095,,,,,,,,,18.874346099910326,18.888636699994095,19.887604899937287,19.887604899937287,19.903458099928685,21.521122099948116,l,1.6303672000067309,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
11,30,7,0,3,3,0,21.535461199935526,,,,,,,,,21.522451899945736,21.535461199935526,22.534954899922013,22.534954899922013,22.534954899922013,23.785506299929693,l,1.2343706999672577,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
67,75,119,0,4,4,5,23.803948299959302,,,,,,,,,23.786750599974766,23.803948299959302,24.798744799918495,24.798744799918495,24.815065299975686,25.749633899889886,t,0.940207100007683,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
27,50,21,0,5,5,2,25.765392999979667,,,,,,,,,25.750677699921653,25.765392999979667,26.763698700000532,26.763698700000532,26.780309699941427,28.230707499897107,t,1.4491648999974132,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
49,60,89,0,6,6,4,28.246176699991338,,,,,,,,,28.232177099911496,28.246176699991338,29.24484499997925,29.24484499997925,29.2615409999853,32.394024699926376,t,3.142401000019163,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
11,30,7,1,0,7,0,32.40920609992463,,,,,,,,,32.39556969993282,32.40920609992463,33.407969899941236,33.407969899941236,33.407969899941236,36.67373629997019,l,3.2601617999607697,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
67,75,119,1,1,8,5,36.690447099972516,,,,,,,,,36.675615199957974,36.690447099972516,37.68674809997901,37.68674809997901,37.702957399887964,38.58658449992072,t,0.8902956999372691,None,,,,01A,001,2024-11-15_11h00.56.089,DELAY_DISCOUNTING_TASK_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-11-15 11h01.11.560534 +0530,
