loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,thisRow.t,notes,guidelines.started,text.started,key_resp.started,guidelines.stopped,key_resp.keys,key_resp.rt,key_resp.duration,find_1.started,text_2.started,find_image_1.started,key_resp_2.started,find_1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,baseline_sa.started,subtle_anger.started,n_1.started,n_2.started,n_3.started,n_4.started,n_5.started,n_6.started,mouse_resp.started,fix_1.started,baseline_sa.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.time,mouse_resp.corr,mouse_resp.clicked_name,main_sa.started,subtle_anger_main.started,mouse_resp_4.started,d_1.started,d_2.started,d_3.started,s_1.started,s_2.started,s_3.started,fix_2.started,main_sa.stopped,mouse_resp_4.x,mouse_resp_4.y,mouse_resp_4.leftButton,mouse_resp_4.midButton,mouse_resp_4.rightButton,mouse_resp_4.time,mouse_resp_4.corr,mouse_resp_4.clicked_name,find_3.started,text_4.started,key_resp_4.started,find_image__.started,find_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,baseline_ca.started,clear_anger.started,n_7.started,n_8.started,n_9.started,n_10.started,n_11.started,n_12.started,mouse_resp_3.started,fix_3.started,baseline_ca.stopped,mouse_resp_3.x,mouse_resp_3.y,mouse_resp_3.leftButton,mouse_resp_3.midButton,mouse_resp_3.rightButton,mouse_resp_3.time,mouse_resp_3.corr,mouse_resp_3.clicked_name,main_ca.started,clear_anger_main.started,mouse_resp_5.started,d_4.started,d_5.started,d_6.started,s_4.started,s_5.started,s_6.started,fix_4.started,main_ca.stopped,mouse_resp_5.x,mouse_resp_5.y,mouse_resp_5.leftButton,mouse_resp_5.midButton,mouse_resp_5.rightButton,mouse_resp_5.time,mouse_resp_5.corr,mouse_resp_5.clicked_name,thank_you.started,thanks.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.009805599984247237,0.03041000000666827,0.03041000000666827,2.797696999972686,space,2.7596059999777935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
,,,,,,,,,,,,,,,,,2.7977710999548435,2.8864881999907084,2.8864881999907084,2.8864881999907084,8.442130299983546,space,5.548782100027893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
0,0,0,0,,,,,8.54385249997722,,,,,,,,,,,,,,,,,8.444361499976367,8.54385249997722,8.54385249997722,8.54385249997722,8.54385249997722,8.54385249997722,8.54385249997722,8.54385249997722,0.003096400003414601,8.54385249997722,9.741393100004643,[0.10546875],[0.2734375],[1],[0],[0],[1.2952761999913491],[1],['subtle_anger'],9.743353299971204,9.883460999990348,0.0005313000292517245,9.883460999990348,9.883460999990348,9.883460999990348,9.883460999990348,9.883460999990348,9.883460999990348,9.883460999990348,11.425399400002789,[0.04296875],[0.37890625],[1],[0],[0],[1.6803889999864623],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
1,0,1,0,,,,,11.449620899977162,,,,,,,,,,,,,,,,,11.431448699964676,11.449620899977162,11.449620899977162,11.449620899977162,11.449620899977162,11.449620899977162,11.449620899977162,11.449620899977162,0.002375299984123558,11.449620899977162,12.920885999978054,[0.2981770833333333],[-0.171875],[1],[0],[0],[1.486981599999126],[1],['subtle_anger'],12.92302429996198,12.935320599994157,0.0009484000038355589,12.935320599994157,12.935320599994157,12.935320599994157,12.935320599994157,12.935320599994157,12.935320599994157,12.935320599994157,14.352343300008215,[0.23958333333333334],[0.4153645833333333],[1],[0],[0],[1.4275829000398517],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
2,0,2,0,,,,,14.366783499950543,,,,,,,,,,,,,,,,,14.354630199959502,14.366783499950543,14.366783499950543,14.366783499950543,14.366783499950543,14.366783499950543,14.366783499950543,14.366783499950543,0.0011710000107996166,14.366783499950543,16.067001699993853,[0.061197916666666664],[-0.061197916666666664],[1],[0],[0],[1.7108716000220738],[1],['subtle_anger'],16.06867919996148,16.08338199998252,0.0008008999866433442,16.08338199998252,16.08338199998252,16.08338199998252,16.08338199998252,16.08338199998252,16.08338199998252,16.08338199998252,18.532554199977312,[-0.4453125],[0.16145833333333334],[1],[0],[0],[2.46252950001508],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
3,0,3,0,,,,,18.54607300000498,,,,,,,,,,,,,,,,,18.534249599964824,18.54607300000498,18.54607300000498,18.54607300000498,18.54607300000498,18.54607300000498,18.54607300000498,18.54607300000498,0.0009757000370882452,18.54607300000498,20.89660219999496,[0.4231770833333333],[-0.23046875],[1],[0],[0],[2.3607543000252917],[1],['subtle_anger'],20.89767340000253,20.91070879995823,0.0005114000523462892,20.91070879995823,20.91070879995823,20.91070879995823,20.91070879995823,20.91070879995823,20.91070879995823,20.91070879995823,22.843660199956503,[-0.20442708333333334],[0.2682291666666667],[1],[0],[0],[1.9448902999865822],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
4,0,4,0,,,,,22.858566599956248,,,,,,,,,,,,,,,,,22.84518589999061,22.858566599956248,22.858566599956248,22.858566599956248,22.858566599956248,22.858566599956248,22.858566599956248,22.858566599956248,0.0009144000359810889,22.858566599956248,24.908449199981987,[0.2421875],[0.08333333333333333],[1],[0],[0],[2.061917799990624],[1],['subtle_anger'],24.910161399981007,24.923864499956835,0.00085350003791973,24.923864499956835,24.923864499956835,24.923864499956835,24.923864499956835,24.923864499956835,24.923864499956835,24.923864499956835,28.008076299971435,[-0.3190104166666667],[0.3190104166666667],[1],[0],[0],[3.096111299993936],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
5,0,5,0,,,,,28.023668999958318,,,,,,,,,,,,,,,,,28.011142599978484,28.023668999958318,28.023668999958318,28.023668999958318,28.023668999958318,28.023668999958318,28.023668999958318,28.023668999958318,0.0016663999995216727,28.023668999958318,30.55331049999222,[0.13411458333333334],[-0.3880208333333333],[1],[0],[0],[2.5400263000046834],[1],['subtle_anger'],30.555248499964364,30.567543699988164,0.0008895999635569751,30.567543699988164,30.567543699988164,30.567543699988164,30.567543699988164,30.567543699988164,30.567543699988164,30.567543699988164,32.18547769996803,[0.3697916666666667],[0.3645833333333333],[1],[0],[0],[1.628587300016079],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
6,0,6,0,,,,,32.19960509997327,,,,,,,,,,,,,,,,,32.187466499977745,32.19960509997327,32.19960509997327,32.19960509997327,32.19960509997327,32.19960509997327,32.19960509997327,32.19960509997327,0.0010172000038437545,32.19960509997327,33.81708399998024,[-0.23958333333333334],[0.3971354166666667],[1],[0],[0],[1.6281510000117123],[1],['subtle_anger'],33.818859299994074,33.831484099966474,0.0008170999935828149,33.831484099966474,33.831484099966474,33.831484099966474,33.831484099966474,33.831484099966474,33.831484099966474,33.831484099966474,36.01505950000137,[0.4010416666666667],[-0.2890625],[1],[0],[0],[2.194645500043407],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
7,0,7,0,,,,,36.02933990000747,,,,,,,,,,,,,,,,,36.01704919995973,36.02933990000747,36.02933990000747,36.02933990000747,36.02933990000747,36.02933990000747,36.02933990000747,36.02933990000747,0.0009640000062063336,36.02933990000747,38.97895639995113,[0.4036458333333333],[-0.061197916666666664],[1],[0],[0],[2.9603997000376694],[1],['subtle_anger'],38.9816624999512,38.99290700000711,0.0011531999916769564,38.99290700000711,38.99290700000711,38.99290700000711,38.99290700000711,38.99290700000711,38.99290700000711,38.99290700000711,42.80760369997006,[0.032552083333333336],[-0.4153645833333333],[1],[0],[0],[3.823988599993754],[1],['subtle_anger_main'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03S,001,2024-12-03_20h04.09.470,SOLO_PROJECT_EXPERIMENT_NUTAN_KAIN_AU2220019,2024.1.5,None,2024-12-03 20h04.34.216613 +0530,
