trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Hello.started,text_2.started,text_2.stopped,Hello.stopped,guidelines.started,guideline.started,key_resp.started,guidelines.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,mouse.started,polygon.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Thank_you.started,text_3.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
90,0,90,0,187.79172890027985,,,,,,,,,,,,,187.7660439000465,5,0.017507600132375956,187.79172890027985,187.79172890027985,189.1805571001023,[-0.09114583333333333],[0.4114583333333333],[1],[0],[0],[1.4136529001407325],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
91,0,91,0,189.2587570999749,,,,,,,,,,,,,189.18989490019158,10,0.05448220018297434,189.2587570999749,189.2587570999749,191.2932893000543,[-0.0859375],[-0.17447916666666666],[1],[0],[0],[2.1028661001473665],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
92,0,92,0,191.3233870002441,,,,,,,,,,,,,191.2972287000157,5,0.01809110026806593,191.3233870002441,191.3233870002441,193.5749782002531,[0.3880208333333333],[-0.4127604166666667],[1],[0],[0],[2.2771683000028133],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
93,0,93,0,193.62829950032756,,,,,,,,,,,,,193.57895790040493,10,0.03406130010262132,193.62829950032756,193.62829950032756,195.35481030028313,[0.37890625],[0.3333333333333333],[1],[0],[0],[1.7752888002432883],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
94,0,94,0,195.41008089995012,,,,,,,,,,,,,195.35810940014198,10,0.03777220007032156,195.41008089995012,195.41008089995012,197.22010940033942,[-0.1328125],[0.4361979166666667],[1],[0],[0],[1.8615209003910422],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
95,0,95,0,197.2763511002995,,,,,,,,,,,,,197.2244397001341,10,0.04076230013743043,197.2763511002995,197.2763511002995,198.95244539994746,[-0.4791666666666667],[0.07552083333333333],[1],[0],[0],[1.7275419998914003],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
96,0,96,0,199.00525879999623,,,,,,,,,,,,,198.9556748000905,10,0.03351179976016283,199.00525879999623,199.00525879999623,202.16633519995958,[-0.13671875],[-0.39453125],[1],[0],[0],[3.2100472999736667],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
97,0,97,0,202.1942001003772,,,,,,,,,,,,,202.17002269998193,5,0.016942800022661686,202.1942001003772,202.1942001003772,205.0337085002102,[-0.2591145833333333],[0.1171875],[1],[0],[0],[2.8628944996744394],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
98,0,98,0,205.12810990028083,,,,,,,,,,,,,205.04117420036346,10,0.06438830029219389,205.12810990028083,205.12810990028083,207.99193360004574,[0.0546875],[0.078125],[1],[0],[0],[2.9502937998622656],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
99,0,99,0,208.02071220008656,,,,,,,,,,,,,207.99506250023842,5,0.01754349982365966,208.02071220008656,208.02071220008656,209.55914170015603,[0.2265625],[0.25],[1],[0],[0],[1.563462299760431],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
100,0,100,0,209.62533890036866,,,,,,,,,,,,,209.56339980009943,10,0.04348220024257898,209.62533890036866,209.62533890036866,212.6213919003494,[0.22265625],[-0.34765625],[1],[0],[0],[3.057540100067854],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
101,0,101,0,212.67117660026997,,,,,,,,,,,,,212.62463650014251,10,0.0336748999543488,212.67117660026997,212.67117660026997,214.30278370017186,[-0.12109375],[-0.01953125],[1],[0],[0],[1.6777331000193954],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
102,0,102,0,214.3336968002841,,,,,,,,,,,,,214.30592800024897,5,0.01782769989222288,214.3336968002841,214.3336968002841,216.10203360021114,[0.2942708333333333],[-0.015625],[1],[0],[0],[1.7956039002165198],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
103,0,103,0,216.13166550034657,,,,,,,,,,,,,216.10606610029936,5,0.018104900140315294,216.13166550034657,216.13166550034657,217.68429670017213,[-0.3984375],[0.2877604166666667],[1],[0],[0],[1.5774902999401093],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
104,0,104,0,217.75074380030856,,,,,,,,,,,,,217.69199099997059,10,0.0480812001042068,217.75074380030856,217.75074380030856,219.53178520035,[0.16927083333333334],[-0.10286458333333333],[1],[0],[0],[1.8392564998939633],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
105,0,105,0,219.56272260006517,,,,,,,,,,,,,219.5357540003024,5,0.01828340021893382,219.56272260006517,219.56272260006517,221.43020670022815,[-0.48046875],[-0.33203125],[1],[0],[0],[1.893883999902755],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
106,0,106,0,221.52206000033766,,,,,,,,,,,,,221.43581499997526,10,0.05772930011153221,221.52206000033766,221.52206000033766,224.22730550030246,[0.3424479166666667],[0.390625],[1],[0],[0],[2.7910414999350905],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
107,0,107,0,224.27771870000288,,,,,,,,,,,,,224.2306448002346,10,0.033094600308686495,224.27771870000288,224.27771870000288,226.09205820038915,[0.3541666666666667],[0.0625],[1],[0],[0],[1.8609152999706566],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
108,0,108,0,226.12009049998596,,,,,,,,,,,,,226.0952044003643,5,0.017957599833607674,226.12009049998596,226.12009049998596,227.98713569995016,[-0.21875],[0.2890625],[1],[0],[0],[1.8908318998292089],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
109,0,109,0,228.1185063002631,,,,,,,,,,,,,227.99954480025917,10,0.08219069987535477,228.1185063002631,228.1185063002631,230.07238880032673,[-0.4635416666666667],[-0.140625],[1],[0],[0],[2.072244899813086],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
110,0,110,0,230.1282220003195,,,,,,,,,,,,,230.07554650027305,10,0.038425800390541553,230.1282220003195,230.1282220003195,231.95439540036023,[-0.29296875],[0.3190104166666667],[1],[0],[0],[1.8782651000656188],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
111,0,111,0,232.0386404003948,,,,,,,,,,,,,231.95913329999894,5,0.052639400120824575,232.0386404003948,232.0386404003948,233.30323400022462,[-0.3697916666666667],[-0.013020833333333334],[1],[0],[0],[1.3434751001186669],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
112,0,112,0,233.3384182001464,,,,,,,,,,,,,233.3090396001935,5,0.020721300039440393,233.3384182001464,233.3384182001464,234.88344880007207,[0.046875],[0.3528645833333333],[1],[0],[0],[1.5739007000811398],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
113,0,113,0,234.93054170021787,,,,,,,,,,,,,234.88723909994587,10,0.03217749996110797,234.93054170021787,234.93054170021787,236.1816953001544,[-0.30078125],[0.0625],[1],[0],[0],[1.2939446000382304],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
114,0,114,0,236.25649440009147,,,,,,,,,,,,,236.1858398001641,10,0.03858939977362752,236.25649440009147,236.25649440009147,238.03111260011792,[-0.032552083333333336],[-0.4348958333333333],[1],[0],[0],[1.84474189998582],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
115,0,115,0,238.06717690033838,,,,,,,,,,,,,238.0360751003027,5,0.0195376998744905,238.06717690033838,238.06717690033838,240.22916520014405,[0.37890625],[0.4596354166666667],[1],[0],[0],[2.192561499774456],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
116,0,116,0,240.2776510999538,,,,,,,,,,,,,240.23328820010647,10,0.032795500010252,240.2776510999538,240.2776510999538,242.1098693003878,[-0.1015625],[-0.3802083333333333],[1],[0],[0],[1.8760898998007178],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
117,0,117,0,242.15916120028123,,,,,,,,,,,,,242.11317460006103,10,0.03364039957523346,242.15916120028123,242.15916120028123,245.18986590020359,[0.39453125],[-0.1953125],[1],[0],[0],[3.0762227000668645],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
118,0,118,0,245.21876670001075,,,,,,,,,,,,,245.1929864003323,5,0.017718899995088577,245.21876670001075,245.21876670001075,246.7056190003641,[0.1796875],[0.34765625],[1],[0],[0],[1.5121953003108501],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
119,0,119,0,246.7339107003063,,,,,,,,,,,,,246.70886840019375,5,0.017440499737858772,246.7339107003063,246.7339107003063,249.41927220020443,[-0.2955729166666667],[0.15234375],[1],[0],[0],[2.709721500054002],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
120,0,120,0,249.4522426002659,,,,,,,,,,,,,249.425284600351,5,0.019725999794900417,249.4522426002659,249.4522426002659,250.53528230031952,[-0.28125],[-0.07942708333333333],[1],[0],[0],[1.109495900105685],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
121,0,121,0,250.5849298001267,,,,,,,,,,,,,250.53904139995575,10,0.03318680031225085,250.5849298001267,250.5849298001267,252.38302380032837,[-0.4609375],[-0.024739583333333332],[1],[0],[0],[1.843537800014019],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
122,0,122,0,252.41053620027378,,,,,,,,,,,,,252.38615960022435,5,0.01638750033453107,252.41053620027378,252.41053620027378,254.6316098002717,[0.30078125],[0.48046875],[1],[0],[0],[2.245035999920219],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
123,0,123,0,254.68332640035078,,,,,,,,,,,,,254.63463090034202,10,0.03206499991938472,254.68332640035078,254.68332640035078,258.076792600099,[0.09895833333333333],[-0.3580729166666667],[1],[0],[0],[3.4417026001028717],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
124,0,124,0,258.1256842999719,,,,,,,,,,,,,258.0798422000371,10,0.03221820015460253,258.1256842999719,258.1256842999719,259.43566900026053,[0.045572916666666664],[0.18098958333333334],[1],[0],[0],[1.3552449997514486],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
125,0,125,0,259.46478940034285,,,,,,,,,,,,,259.4407615000382,5,0.017191499937325716,259.46478940034285,259.46478940034285,261.90779090020806,[0.13411458333333334],[-0.16927083333333334],[1],[0],[0],[2.4664113000035286],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
126,0,126,0,261.9813549001701,,,,,,,,,,,,,261.9123911000788,10,0.05588620016351342,261.9813549001701,261.9813549001701,264.0384218003601,[-0.06380208333333333],[0.4479166666666667],[1],[0],[0],[2.125587200280279],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
127,0,127,0,264.0663785999641,,,,,,,,,,,,,264.0415427000262,5,0.01708739995956421,264.0663785999641,264.0663785999641,266.8027751999907,[-0.3984375],[-0.31640625],[1],[0],[0],[2.7607904002070427],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
128,0,128,0,266.8411854002625,,,,,,,,,,,,,266.8078461000696,5,0.021925699897110462,266.8411854002625,266.8411854002625,269.999988600146,[-0.4830729166666667],[-0.46484375],[1],[0],[0],[3.191656599752605],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
129,0,129,0,270.03025950025767,,,,,,,,,,,,,270.0041045001708,5,0.018249399960041046,270.03025950025767,270.03025950025767,272.12923630001023,[-0.3619791666666667],[-0.061197916666666664],[1],[0],[0],[2.124574700370431],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
130,0,130,0,272.1932697002776,,,,,,,,,,,,,272.13201810000464,10,0.04834830015897751,272.1932697002776,272.1932697002776,273.7654926003888,[0.18359375],[0.2890625],[1],[0],[0],[1.6328103998675942],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
131,0,131,0,273.8206051001325,,,,,,,,,,,,,273.7712314003147,10,0.038176600355654955,273.8206051001325,273.8206051001325,275.7436553002335,[-0.4830729166666667],[-0.4388020833333333],[1],[0],[0],[1.9719098000787199],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
132,0,132,0,275.7802104000002,,,,,,,,,,,,,275.7484154002741,5,0.02039089985191822,275.7802104000002,275.7802104000002,277.3578067002818,[-0.3059895833333333],[-0.3346354166666667],[1],[0],[0],[1.6089799995534122],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
133,0,133,0,277.40531680034474,,,,,,,,,,,,,277.36120080016553,10,0.03242310043424368,277.40531680034474,277.40531680034474,279.9227423002012,[0.5026041666666666],[-0.24869791666666666],[1],[0],[0],[2.560895700007677],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
134,0,134,0,279.9715837002732,,,,,,,,,,,,,279.9273787001148,10,0.033524499740451574,279.9715837002732,279.9715837002732,281.5541779999621,[-0.14453125],[-0.0625],[1],[0],[0],[1.626259199809283],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
135,0,135,0,281.58162940014154,,,,,,,,,,,,,281.55726739997044,5,0.016082399990409613,281.58162940014154,281.58162940014154,283.7537989001721,[-0.10807291666666667],[-0.4466145833333333],[1],[0],[0],[2.1959779001772404],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
136,0,136,0,283.8051448999904,,,,,,,,,,,,,283.7586970999837,10,0.03459460008889437,283.8051448999904,283.8051448999904,289.16335330018774,[0.24609375],[-0.29296875],[1],[0],[0],[5.404173899907619],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
137,0,137,0,289.22148310020566,,,,,,,,,,,,,289.16719690011814,10,0.039626999758183956,289.22148310020566,289.22148310020566,291.0449451999739,[0.4557291666666667],[0.06770833333333333],[1],[0],[0],[1.8772781998850405],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
138,0,138,0,291.0942727001384,,,,,,,,,,,,,291.04897650005296,10,0.033284499775618315,291.0942727001384,291.0942727001384,292.29377100011334,[0.21744791666666666],[0.14322916666666666],[1],[0],[0],[1.244359300006181],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
139,0,139,0,292.3212620001286,,,,,,,,,,,,,292.2968947002664,5,0.016714700032025576,292.3212620001286,292.3212620001286,293.64339890005067,[0.24088541666666666],[-0.11458333333333333],[1],[0],[0],[1.3458242998458445],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
140,0,140,0,293.73907060036436,,,,,,,,,,,,,293.64850140037015,10,0.06287889974191785,293.73907060036436,293.73907060036436,296.62897300021723,[-0.07161458333333333],[0.1484375],[1],[0],[0],[2.9797405996359885],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
141,0,141,0,296.68271710025147,,,,,,,,,,,,,296.6351936003193,5,0.032174499705433846,296.68271710025147,296.68271710025147,298.02155750012025,[0.0078125],[0.16927083333333334],[1],[0],[0],[1.3858451996929944],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
142,0,142,0,298.08068630006164,,,,,,,,,,,,,298.0256295003928,10,0.04055109992623329,298.08068630006164,298.08068630006164,299.1041345000267,[-0.19010416666666666],[0.19401041666666666],[1],[0],[0],[1.07805489981547],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
143,0,143,0,299.13517930032685,,,,,,,,,,,,,299.1071736002341,5,0.016865199897438288,299.13517930032685,299.13517930032685,301.33553720032796,[-0.3997395833333333],[-0.048177083333333336],[1],[0],[0],[2.227902099955827],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
144,0,144,0,301.3871379001066,,,,,,,,,,,,,301.33959870040417,10,0.03390870010480285,301.3871379001066,301.3871379001066,302.816980200354,[0.028645833333333332],[-0.1640625],[1],[0],[0],[1.47695600008592],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
145,0,145,0,302.867635700386,,,,,,,,,,,,,302.8202458000742,10,0.03269780008122325,302.867635700386,302.867635700386,304.79799049999565,[0.005208333333333333],[-0.4401041666666667],[1],[0],[0],[1.976826500147581],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
146,0,146,0,304.8705327999778,,,,,,,,,,,,,304.80410209996626,10,0.053137700073421,304.8705327999778,304.8705327999778,306.2797261001542,[0.3268229166666667],[-0.0546875],[1],[0],[0],[1.4751450000330806],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
147,0,147,0,306.3307978003286,,,,,,,,,,,,,306.2828774000518,10,0.03270710026845336,306.3307978003286,306.3307978003286,307.49588620010763,[0.2265625],[0.07161458333333333],[1],[0],[0],[1.212604200001806],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
148,0,148,0,307.6297983000986,,,,,,,,,,,,,307.49900230020285,10,0.11251890007406473,307.6297983000986,307.6297983000986,309.5776651003398,[0.3515625],[-0.16666666666666666],[1],[0],[0],[2.078153199981898],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
149,0,149,0,309.62476520007476,,,,,,,,,,,,,309.58101880038157,10,0.03065170021727681,309.62476520007476,309.62476520007476,311.6080833002925,[-0.3671875],[-0.23828125],[1],[0],[0],[2.0265799001790583],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
150,0,150,0,311.6573451999575,,,,,,,,,,,,,311.6111729000695,10,0.0314321001060307,311.6573451999575,311.6573451999575,312.9232340003364,[-0.14583333333333334],[0.0859375],[1],[0],[0],[1.3114981004036963],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
151,0,151,0,312.9544899002649,,,,,,,,,,,,,312.92711650021374,5,0.017108699772506952,312.9544899002649,312.9544899002649,315.47209129994735,[-0.20052083333333334],[0.4427083333333333],[1],[0],[0],[2.544512400403619],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
152,0,152,0,315.54038190003484,,,,,,,,,,,,,315.476620499976,10,0.043774399906396866,315.54038190003484,315.54038190003484,316.7154423003085,[-0.09505208333333333],[0.2565104166666667],[1],[0],[0],[1.2382435998879373],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
153,0,153,0,316.74899110011756,,,,,,,,,,,,,316.721977900248,5,0.016770099755376577,316.74899110011756,316.74899110011756,317.8364896001294,[-0.06640625],[0.21744791666666666],[1],[0],[0],[1.113775699865073],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
154,0,154,0,317.8772280002013,,,,,,,,,,,,,317.84247700031847,5,0.02155999979004264,317.8772280002013,317.8772280002013,319.5675178002566,[0.4166666666666667],[0.3307291666666667],[1],[0],[0],[1.7243550000712276],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
155,0,155,0,319.62238600011915,,,,,,,,,,,,,319.57270310027525,10,0.033734799828380346,319.62238600011915,319.62238600011915,321.34847300034016,[0.4661458333333333],[0.4114583333333333],[1],[0],[0],[1.7752167000435293],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
156,0,156,0,321.3760451003909,,,,,,,,,,,,,321.3514926000498,5,0.016382599715143442,321.3760451003909,321.3760451003909,322.800335300155,[-0.06510416666666667],[0.3125],[1],[0],[0],[1.4478446999564767],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
157,0,157,0,322.853574400302,,,,,,,,,,,,,322.8067916999571,10,0.03621700033545494,322.853574400302,322.853574400302,324.49604330025613,[0.12369791666666667],[-0.10026041666666667],[1],[0],[0],[1.688718399964273],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
158,0,158,0,324.5240595000796,,,,,,,,,,,,,324.49917070008814,5,0.017038299702107906,324.5240595000796,324.5240595000796,326.46079080039635,[-0.0625],[-0.07552083333333333],[1],[0],[0],[1.9611829998902977],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
159,0,159,0,326.50950970035046,,,,,,,,,,,,,326.4641412999481,10,0.03278149990364909,326.50950970035046,326.50950970035046,328.15881410008296,[-0.12239583333333333],[0.10546875],[1],[0],[0],[1.6941367001272738],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
160,0,160,0,328.23371930001304,,,,,,,,,,,,,328.1640675002709,10,0.048293800093233585,328.23371930001304,328.23371930001304,331.2222762000747,[0.4700520833333333],[-0.3138020833333333],[1],[0],[0],[3.0577166001312435],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
161,0,161,0,331.2520143003203,,,,,,,,,,,,,331.22561880014837,5,0.01753589976578951,331.2520143003203,331.2520143003203,333.60376040032133,[-0.4830729166666667],[0.4440104166666667],[1],[0],[0],[2.377596899867058],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
162,0,162,0,333.6334567000158,,,,,,,,,,,,,333.60796379996464,5,0.01783619960770011,333.6334567000158,333.6334567000158,338.3489678003825,[0.20182291666666666],[0.14713541666666666],[1],[0],[0],[4.740503100212663],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
163,0,163,0,338.3774606999941,,,,,,,,,,,,,338.3526250002906,5,0.016931799706071615,338.3774606999941,338.3774606999941,341.1464405003935,[0.4427083333333333],[-0.3515625],[1],[0],[0],[2.793337599840015],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
164,0,164,0,341.1787382001057,,,,,,,,,,,,,341.15057600010186,5,0.017890399787575006,341.1787382001057,341.1787382001057,343.0121157001704,[0.09375],[-0.049479166666666664],[1],[0],[0],[1.8595122997649014],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
165,0,165,0,343.0418426999822,,,,,,,,,,,,,343.016975000035,5,0.01748549984768033,343.0418426999822,343.0418426999822,345.1772631001659,[-0.032552083333333336],[0.30859375],[1],[0],[0],[2.159648099914193],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
166,0,166,0,345.2513173003681,,,,,,,,,,,,,345.1825582999736,10,0.05117780016735196,345.2513173003681,345.2513173003681,348.40577000007033,[0.14322916666666666],[0.4622395833333333],[1],[0],[0],[3.2227811999619007],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
167,0,167,0,348.45452459994704,,,,,,,,,,,,,348.4094788003713,10,0.03261320013552904,348.45452459994704,348.45452459994704,349.82263580011204,[0.2552083333333333],[0.4557291666666667],[1],[0],[0],[1.4124592998996377],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
168,0,168,0,349.8565567000769,,,,,,,,,,,,,349.8278483003378,5,0.01987170008942485,349.8565567000769,349.8565567000769,351.3571260999888,[-0.08333333333333333],[0.13411458333333334],[1],[0],[0],[1.528657800052315],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
169,0,169,0,351.42713270010427,,,,,,,,,,,,,351.362354000099,10,0.04833809984847903,351.42713270010427,351.42713270010427,353.51803110027686,[-0.14192708333333334],[-0.3033854166666667],[1],[0],[0],[2.1551115000620484],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
170,0,170,0,353.56990570016205,,,,,,,,,,,,,353.5226545999758,10,0.03355489997193217,353.56990570016205,353.56990570016205,354.94993430003524,[0.171875],[-0.3190104166666667],[1],[0],[0],[1.4267267999239266],['target'],,,,T4,001,2024-10-08_13h09.40.213,untitled,2024.1.5,None,2024-10-08 13h09.56.057675 +0530,
