trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Hello.started,text_2.started,Hello.stopped,guidelines.started,guideline.started,key_resp.started,guidelines.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,num_distr,mouse.started,polygon.started,target.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,Thank_you.started,text_3.started,Thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
72,0,72,0,129.30567670008168,,,,,,,,,,,,129.26482169982046,10,0.029608999844640493,129.30567670008168,129.30567670008168,130.52747630001977,[0.11458333333333333],[-0.2265625],[1],[0],[0],[1.2622010996565223],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
73,0,73,0,130.57148429984227,,,,,,,,,,,,130.53038890007883,10,0.02957740006968379,130.57148429984227,130.57148429984227,131.8759889001958,[-0.06901041666666667],[-0.12239583333333333],[1],[0],[0],[1.3452570997178555],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
74,0,74,0,131.90092060016468,,,,,,,,,,,,131.87883289996535,5,0.015035499818623066,131.90092060016468,131.90092060016468,132.74220039974898,[-0.10546875],[-0.13411458333333334],[1],[0],[0],[0.8629180998541415],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
75,0,75,0,132.78682490019128,,,,,,,,,,,,132.74512830004096,10,0.02984130010008812,132.78682490019128,132.78682490019128,134.37296780012548,[-0.006510416666666667],[0.3541666666666667],[1],[0],[0],[1.6274639000184834],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
76,0,76,0,134.39851009985432,,,,,,,,,,,,134.37591629987583,5,0.015180500224232674,134.39851009985432,134.39851009985432,135.62219200003892,[0.19010416666666666],[0.053385416666666664],[1],[0],[0],[1.2458448996767402],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
77,0,77,0,135.66639789985493,,,,,,,,,,,,135.62514320015907,10,0.02962850034236908,135.66639789985493,135.66639789985493,136.8040491999127,[0.2565104166666667],[0.2552083333333333],[1],[0],[0],[1.178468399681151],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
78,0,78,0,136.84806059999391,,,,,,,,,,,,136.80709060002118,10,0.029983300250023603,136.84806059999391,136.84806059999391,138.4695894997567,[0.4921875],[-0.16666666666666666],[1],[0],[0],[1.662068100180477],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
79,0,79,0,138.49477359978482,,,,,,,,,,,,138.47243910003453,5,0.015305699780583382,138.49477359978482,138.49477359978482,139.78556569991633,[0.09114583333333333],[-0.1640625],[1],[0],[0],[1.312703600153327],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
80,0,80,0,139.81162230018526,,,,,,,,,,,,139.78872990002856,5,0.015859799925237894,139.81162230018526,139.81162230018526,141.2501986999996,[0.48828125],[-0.09895833333333333],[1],[0],[0],[1.4610168002545834],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
81,0,81,0,141.2756662000902,,,,,,,,,,,,141.25310759991407,5,0.015506399795413017,141.2756662000902,141.2756662000902,142.86556100007147,[0.1953125],[0.19791666666666666],[1],[0],[0],[1.6119773997925222],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
82,0,82,0,142.89173009991646,,,,,,,,,,,,142.86869420018047,5,0.015549299772828817,142.89173009991646,142.89173009991646,144.21393910003826,[0.22526041666666666],[0.44140625],[1],[0],[0],[1.3447864996269345],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
83,0,83,0,144.2566543999128,,,,,,,,,,,,144.21679680002853,10,0.029137100093066692,144.2566543999128,144.2566543999128,145.62923240009695,[0.016927083333333332],[-0.3125],[1],[0],[0],[1.41199960000813],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
84,0,84,0,145.6546330000274,,,,,,,,,,,,145.63210309995338,5,0.01531440019607544,145.6546330000274,145.6546330000274,147.3277565999888,[-0.0546875],[0.4466145833333333],[1],[0],[0],[1.6951460000127554],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
85,0,85,0,147.3532062000595,,,,,,,,,,,,147.33064689999446,5,0.015552700031548738,147.3532062000595,147.3532062000595,149.02588160010055,[0.4869791666666667],[-0.296875],[1],[0],[0],[1.6947035999037325],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
86,0,86,0,149.0679688998498,,,,,,,,,,,,149.02882689982653,10,0.028237299993634224,149.0679688998498,149.0679688998498,150.85750029981136,[-0.3216145833333333],[-0.026041666666666668],[1],[0],[0],[1.8282445999793708],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
87,0,87,0,150.900870999787,,,,,,,,,,,,150.86047059996054,10,0.02964430022984743,150.900870999787,150.900870999787,152.72184809995815,[0.39453125],[0.22786458333333334],[1],[0],[0],[1.860949999652803],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
88,0,88,0,152.7642957000062,,,,,,,,,,,,152.72467159992084,10,0.028855899814516306,152.7642957000062,152.7642957000062,154.8034633998759,[-0.17838541666666666],[-0.4348958333333333],[1],[0],[0],[2.0784271000884473],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
89,0,89,0,154.83046690002084,,,,,,,,,,,,154.8064521001652,5,0.01670949999243021,154.83046690002084,154.83046690002084,156.68512579984963,[0.07942708333333333],[-0.4661458333333333],[1],[0],[0],[1.8781587998382747],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
90,0,90,0,156.72852949984372,,,,,,,,,,,,156.68810939975083,10,0.03003100026398897,156.72852949984372,156.72852949984372,158.08379809977487,[-0.3098958333333333],[-0.12760416666666666],[1],[0],[0],[1.3952478999271989],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
91,0,91,0,158.12637200020254,,,,,,,,,,,,158.08667499991134,10,0.02923970017582178,158.12637200020254,158.12637200020254,159.7483407999389,[-0.3098958333333333],[0.3932291666666667],[1],[0],[0],[1.6611202000640333],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
92,0,92,0,159.7739216000773,,,,,,,,,,,,159.75136379990727,5,0.01551860012114048,159.7739216000773,159.7739216000773,161.46405339986086,[-0.4453125],[0.4596354166666667],[1],[0],[0],[1.7122417003847659],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
93,0,93,0,161.50876760017127,,,,,,,,,,,,161.46689969999716,10,0.028934200294315815,161.50876760017127,161.50876760017127,163.0117020001635,[-0.4049479166666667],[0.13411458333333334],[1],[0],[0],[1.544375500176102],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
94,0,94,0,163.0577460997738,,,,,,,,,,,,163.01454469980672,10,0.02906750002875924,163.0577460997738,163.0577460997738,164.12706759991124,[-0.21744791666666666],[0.13020833333333334],[1],[0],[0],[1.1121420003473759],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
95,0,95,0,164.17255769995973,,,,,,,,,,,,164.1299942000769,10,0.029439199715852737,164.17255769995973,164.17255769995973,165.54270790005103,[-0.4361979166666667],[-0.026041666666666668],[1],[0],[0],[1.412284200079739],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
96,0,96,0,165.56897010002285,,,,,,,,,,,,165.54554479988292,5,0.01511499984189868,165.56897010002285,165.56897010002285,167.95739169977605,[0.3294270833333333],[-0.4609375],[1],[0],[0],[2.4114851001650095],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
97,0,97,0,167.98292089998722,,,,,,,,,,,,167.9602383999154,5,0.015649400185793638,167.98292089998722,167.98292089998722,169.1889940998517,[0.2942708333333333],[0.109375],[1],[0],[0],[1.228348399978131],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
98,0,98,0,169.23326649982482,,,,,,,,,,,,169.19180270005018,10,0.029161000158637762,169.23326649982482,169.23326649982482,170.45486239995807,[0.4049479166666667],[0.28125],[1],[0],[0],[1.2627179003320634],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
99,0,99,0,170.4814434000291,,,,,,,,,,,,170.45772070018575,5,0.016076500061899424,170.4814434000291,170.4814434000291,171.86977639980614,[-0.234375],[-0.3567708333333333],[1],[0],[0],[1.4116285000927746],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
100,0,100,0,171.8970169001259,,,,,,,,,,,,171.87256229994819,5,0.014973099809139967,171.8970169001259,171.8970169001259,173.2189961001277,[-0.39453125],[0.15494791666666666],[1],[0],[0],[1.3459239001385868],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
101,0,101,0,173.26162840006873,,,,,,,,,,,,173.22179559990764,10,0.028711500111967325,173.26162840006873,173.26162840006873,175.38358750008047,[0.4973958333333333],[-0.46484375],[1],[0],[0],[2.161381599958986],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
102,0,102,0,175.41056769993156,,,,,,,,,,,,175.38648839993402,5,0.016109300311654806,175.41056769993156,175.41056769993156,177.01520449994132,[-0.3098958333333333],[-0.4153645833333333],[1],[0],[0],[1.6282671000808477],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
103,0,103,0,177.05950250010937,,,,,,,,,,,,177.01807220000774,10,0.031030800193548203,177.05950250010937,177.05950250010937,178.66349769989029,[0.18489583333333334],[0.06901041666666667],[1],[0],[0],[1.6449933000840247],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
104,0,104,0,178.7085508997552,,,,,,,,,,,,178.66647170018405,10,0.029532999731600285,178.7085508997552,178.7085508997552,180.42809029994532,[-0.4244791666666667],[-0.453125],[1],[0],[0],[1.7611887999810278],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
105,0,105,0,180.47329830005765,,,,,,,,,,,,180.43093599984422,10,0.029689999762922525,180.47329830005765,180.47329830005765,181.84345680009574,[-0.016927083333333332],[-0.24609375],[1],[0],[0],[1.4121112003922462],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
106,0,106,0,181.88918399997056,,,,,,,,,,,,181.84641590015963,10,0.028505200054496527,181.88918399997056,181.88918399997056,183.80893089994788,[0.44140625],[0.17838541666666666],[1],[0],[0],[1.961979900021106],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
107,0,107,0,183.85146880010143,,,,,,,,,,,,183.8117912998423,10,0.029043199960142374,183.85146880010143,183.85146880010143,185.22375229978934,[-0.022135416666666668],[0.47265625],[1],[0],[0],[1.4114334001205862],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
108,0,108,0,185.24981499975547,,,,,,,,,,,,185.2269206000492,5,0.015392499975860119,185.24981499975547,185.24981499975547,186.77233840012923,[-0.11588541666666667],[-0.4453125],[1],[0],[0],[1.5449803001247346],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
109,0,109,0,186.79920679982752,,,,,,,,,,,,186.77517829975113,5,0.015920599922537804,186.79920679982752,186.79920679982752,188.67069800011814,[0.13411458333333334],[0.2578125],[1],[0],[0],[1.8951145997270942],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
110,0,110,0,188.69813509983942,,,,,,,,,,,,188.67355789989233,5,0.016298600006848574,188.69813509983942,188.69813509983942,190.33494789991528,[0.3997395833333333],[0.0078125],[1],[0],[0],[1.6608660998754203],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
111,0,111,0,190.3807549001649,,,,,,,,,,,,190.33780359989032,10,0.02899719960987568,190.3807549001649,190.3807549001649,192.1665958999656,[0.2747395833333333],[0.024739583333333332],[1],[0],[0],[1.828419300261885],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
112,0,112,0,192.21108220005408,,,,,,,,,,,,192.16950519988313,10,0.029889800120145082,192.21108220005408,192.21108220005408,193.93199549987912,[-0.3645833333333333],[-0.032552083333333336],[1],[0],[0],[1.7618986000306904],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
113,0,113,0,193.97562990011647,,,,,,,,,,,,193.9348753998056,10,0.029503200203180313,193.97562990011647,193.97562990011647,195.47994320001453,[-0.4283854166666667],[0.234375],[1],[0],[0],[1.5446168999187648],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
114,0,114,0,195.50632790010422,,,,,,,,,,,,195.48284889990464,5,0.01569070015102625,195.50632790010422,195.50632790010422,196.96258160006255,[-0.018229166666666668],[-0.15885416666666666],[1],[0],[0],[1.4793270998634398],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
115,0,115,0,196.98983879992738,,,,,,,,,,,,196.96556429984048,5,0.015207900200039148,196.98983879992738,196.98983879992738,198.6433207001537,[0.265625],[0.20572916666666666],[1],[0],[0],[1.6772583997808397],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
116,0,116,0,198.6702275001444,,,,,,,,,,,,198.64621229982004,5,0.015410500112921,198.6702275001444,198.6702275001444,200.05881549976766,[-0.08984375],[0.22005208333333334],[1],[0],[0],[1.412086899857968],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
117,0,117,0,200.10239400016144,,,,,,,,,,,,200.06165669998154,10,0.028838100377470255,200.10239400016144,200.10239400016144,204.32218009978533,[-0.25390625],[0.46875],[1],[0],[0],[4.260102099739015],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
118,0,118,0,204.36943079996854,,,,,,,,,,,,204.32504029991105,10,0.03278520004823804,204.36943079996854,204.36943079996854,205.68645730009302,[-0.10416666666666667],[0.4583333333333333],[1],[0],[0],[1.3610090003348887],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
119,0,119,0,205.71243759989738,,,,,,,,,,,,205.68938589980826,5,0.015573800075799227,205.71243759989738,205.71243759989738,207.13563700020313,[-0.328125],[0.14192708333333334],[1],[0],[0],[1.445825300179422],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
120,0,120,0,207.1801740997471,,,,,,,,,,,,207.13854139996693,10,0.0302758002653718,207.1801740997471,207.1801740997471,208.6170088001527,[0.12239583333333333],[0.12109375],[1],[0],[0],[1.4780851998366416],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
121,0,121,0,208.6432630000636,,,,,,,,,,,,208.6198983998038,5,0.015791499987244606,208.6432630000636,208.6432630000636,210.49927899986506,[0.48828125],[0.33203125],[1],[0],[0],[1.8789333999156952],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
122,0,122,0,210.54869050020352,,,,,,,,,,,,210.50289510004222,10,0.031050199642777443,210.54869050020352,210.54869050020352,212.28029009979218,[-0.3059895833333333],[0.2786458333333333],[1],[0],[0],[1.776980200316757],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
123,0,123,0,212.30759349977598,,,,,,,,,,,,212.2831553001888,5,0.015500499866902828,212.30759349977598,212.30759349977598,214.26255089975893,[0.3736979166666667],[-0.24479166666666666],[1],[0],[0],[1.9789544004015625],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
124,0,124,0,214.28818870009854,,,,,,,,,,,,214.2653343998827,5,0.01543479971587658,214.28818870009854,214.28818870009854,215.66061270004138,[0.09505208333333333],[-0.4375],[1],[0],[0],[1.3948468999005854],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
125,0,125,0,215.68558369996026,,,,,,,,,,,,215.6634463998489,5,0.014910500030964613,215.68558369996026,215.68558369996026,217.4417766998522,[-0.18489583333333334],[0.4856770833333333],[1],[0],[0],[1.7777572995983064],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
126,0,126,0,217.48595539992675,,,,,,,,,,,,217.4449240998365,10,0.030053300317376852,217.48595539992675,217.48595539992675,218.94094710005447,[-0.1640625],[0.046875],[1],[0],[0],[1.4955492997542024],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
127,0,127,0,218.9670699997805,,,,,,,,,,,,218.94388489983976,5,0.015446600038558245,218.9670699997805,218.9670699997805,220.57320699980482,[-0.06510416666666667],[-0.4518229166666667],[1],[0],[0],[1.6288232998922467],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
128,0,128,0,220.61859149998054,,,,,,,,,,,,220.57597729982808,10,0.029120500199496746,220.61859149998054,220.61859149998054,222.12039230018854,[0.11979166666666667],[-0.43359375],[1],[0],[0],[1.5440051998011768],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
129,0,129,0,222.14641689974815,,,,,,,,,,,,222.12321159988642,5,0.015127100050449371,222.14641689974815,222.14641689974815,223.83616930013523,[0.3098958333333333],[-0.10286458333333333],[1],[0],[0],[1.7125540999695659],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
130,0,130,0,223.86326250014827,,,,,,,,,,,,223.83903210004792,5,0.015474699903279543,223.86326250014827,223.86326250014827,226.399614199996,[-0.15104166666666666],[0.4973958333333333],[1],[0],[0],[2.560055900365114],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
131,0,131,0,226.42539170011878,,,,,,,,,,,,226.40241409977898,5,0.015365200117230415,226.42539170011878,226.42539170011878,228.06536359991878,[-0.20442708333333334],[-0.0703125],[1],[0],[0],[1.6624154997989535],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
132,0,132,0,228.11011759983376,,,,,,,,,,,,228.0683165998198,10,0.02906640013679862,228.11011759983376,228.11011759983376,229.58022669982165,[-0.06901041666666667],[-0.34375],[1],[0],[0],[1.5115370997227728],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
133,0,133,0,229.62587819993496,,,,,,,,,,,,229.58306480012834,10,0.029679700266569853,229.62587819993496,229.62587819993496,231.34494940005243,[-0.4934895833333333],[0.2630208333333333],[1],[0],[0],[1.7614607997238636],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
134,0,134,0,231.3882983000949,,,,,,,,,,,,231.34780219988897,10,0.029456899967044592,231.3882983000949,231.3882983000949,233.41028800001368,[0.2955729166666667],[0.11328125],[1],[0],[0],[2.0620059999637306],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
135,0,135,0,233.45304000005126,,,,,,,,,,,,233.41311569977552,10,0.028349400032311678,233.45304000005126,233.45304000005126,235.6073762997985,[0.1953125],[-0.3723958333333333],[1],[0],[0],[2.193855300080031],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
136,0,136,0,235.65144360018894,,,,,,,,,,,,235.6102315997705,10,0.029644299764186144,235.65144360018894,235.65144360018894,237.3722759000957,[-0.10286458333333333],[-0.21875],[1],[0],[0],[1.7616053000092506],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
137,0,137,0,237.39853309979662,,,,,,,,,,,,237.37525419984013,5,0.015661200042814016,237.39853309979662,237.39853309979662,239.2876590997912,[-0.2942708333333333],[0.16927083333333334],[1],[0],[0],[1.9118749997578561],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
138,0,138,0,239.33296030014753,,,,,,,,,,,,239.2904511000961,10,0.028837600257247686,239.33296030014753,239.33296030014753,241.2687931000255,[-0.2799479166666667],[0.38671875],[1],[0],[0],[1.9778956002555788],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
139,0,139,0,241.2962055001408,,,,,,,,,,,,241.27183869993314,5,0.016005499754101038,241.2962055001408,241.2962055001408,242.81736540002748,[-0.3229166666666667],[0.0026041666666666665],[1],[0],[0],[1.5450670002028346],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
140,0,140,0,242.86081650014967,,,,,,,,,,,,242.82021629996598,10,0.02887889975681901,242.86081650014967,242.86081650014967,244.03270759992301,[-0.14583333333333334],[0.18229166666666666],[1],[0],[0],[1.2120650000870228],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
141,0,141,0,244.05771989980713,,,,,,,,,,,,244.03555800020695,5,0.01502319984138012,244.05771989980713,244.05771989980713,245.31491679977626,[-0.16927083333333334],[0.4205729166666667],[1],[0],[0],[1.2789394999854267],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
142,0,142,0,245.35997769981623,,,,,,,,,,,,245.3177649001591,10,0.028979599941521883,245.35997769981623,245.35997769981623,246.87989909993485,[0.41015625],[0.4166666666666667],[1],[0],[0],[1.5617013000883162],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
143,0,143,0,246.92318639997393,,,,,,,,,,,,246.88283010013402,10,0.029032799880951643,246.92318639997393,246.92318639997393,248.36174649978057,[-0.17708333333333334],[0.22135416666666666],[1],[0],[0],[1.4785738000646234],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
144,0,144,0,248.40489570004866,,,,,,,,,,,,248.36462630005553,10,0.0293894000351429,248.40489570004866,248.40489570004866,250.47668679989874,[-0.009114583333333334],[-0.41015625],[1],[0],[0],[2.1115156998857856],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
145,0,145,0,250.5195264001377,,,,,,,,,,,,250.4794851001352,10,0.029000899754464626,250.5195264001377,250.5195264001377,252.19206319982186,[0.15104166666666666],[0.18229166666666666],[1],[0],[0],[1.7121008997783065],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
146,0,146,0,252.23597319982946,,,,,,,,,,,,252.19492899999022,10,0.028506200294941664,252.23597319982946,252.23597319982946,255.25499150017276,[0.3502604166666667],[-0.36328125],[1],[0],[0],[3.0595685997977853],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
147,0,147,0,255.28067489992827,,,,,,,,,,,,255.25784910004586,5,0.014755100011825562,255.28067489992827,255.28067489992827,256.70372379990295,[-0.16927083333333334],[-0.33203125],[1],[0],[0],[1.4454446001909673],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
148,0,148,0,256.72913999995217,,,,,,,,,,,,256.70659969979897,5,0.015428700018674135,256.72913999995217,256.72913999995217,258.2855821000412,[0.4153645833333333],[0.18229166666666666],[1],[0],[0],[1.5785230002366006],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
149,0,149,0,258.3297433000989,,,,,,,,,,,,258.28847429994494,10,0.030234900303184986,258.3297433000989,258.3297433000989,260.7823013998568,[-0.4908854166666667],[0.4088541666666667],[1],[0],[0],[2.4933865000493824],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
150,0,150,0,260.83004420017824,,,,,,,,,,,,260.7852575997822,10,0.030493599828332663,260.83004420017824,260.83004420017824,262.9137026001699,[-0.3216145833333333],[-0.13411458333333334],[1],[0],[0],[2.1280283997766674],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
151,0,151,0,262.9572401000187,,,,,,,,,,,,262.91651690006256,10,0.029768800362944603,262.9572401000187,262.9572401000187,264.7950920998119,[-0.4518229166666667],[-0.43359375],[1],[0],[0],[1.8780551999807358],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
152,0,152,0,264.83997419988737,,,,,,,,,,,,264.79786740010604,10,0.028971399646252394,264.83997419988737,264.83997419988737,268.12519849976525,[-0.11458333333333333],[0.4661458333333333],[1],[0],[0],[3.326865699607879],['target'],,,,A2,001,2024-10-07_20h11.13.283,untitled,2024.1.5,None,2024-10-07 20h11.23.586085 +0530,
